tbl_CallerDistGroupISP(tbl_CallerDistGroupISP)

Export Time:2018/06/03 11:13:26

ID,Discrimination group number,Caller number,Address nature,Phone number type,Function code,Call source code change flag,Charging source code change flag,Barring group number change flag,Peru user flag,Peru user state,Peru user sub state,Minimum length,Maximum length,Call source code,Charging source code,Barring group number,Caller category,Caller number change index,generic number change index,redirect number change index,original called number change index,Codec list,Caller toll call password,User Type,Hairpinning Mode,Preselect Policy Code,Original function code,Barring indication,Is or not Different Carrier,Change multi number,Set CLIR,Reserved,is wslst or not,Cause Value,Status
512,915,245297,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
513,915,245298,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
514,955,223061,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
515,956,223090,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
516,957,223090,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
517,958,2230675,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
518,958,2230676,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
519,958,2230677,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
520,958,2230678,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
521,958,2230679,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
522,959,2230675,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
523,959,2230676,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
524,959,2230677,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
525,959,2230678,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
526,959,2230679,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
527,960,220815,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
528,961,220815,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
529,1686,223544,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
530,1686,223545,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
531,1686,2235055,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
532,1686,2235056,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
533,1686,2235057,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
534,1686,2235058,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
535,1686,2235059,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
536,1686,2235060,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
537,1686,2235061,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
538,1686,2235062,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
539,964,220580,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
540,964,220581,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
541,965,220580,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
542,965,220581,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
543,971,220871,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
544,971,220872,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
545,972,220875,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
546,972,220876,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
547,972,220877,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
548,966,220878,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
549,973,220875,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
550,973,220876,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
551,973,220877,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
552,967,220878,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
553,966,220879,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
554,967,220879,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
555,968,220873,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
556,974,2230945,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
557,974,2230946,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
558,974,2230947,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
559,974,2230948,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
560,974,2230949,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
561,975,2230945,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
562,975,2230946,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
563,975,2230947,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
564,975,2230948,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
565,975,2230949,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
566,976,2232350,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
567,976,2232351,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
568,976,2232352,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
569,976,2232353,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
570,976,2232354,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
571,977,2232350,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
572,977,2232351,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
573,977,2232352,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
574,977,2232353,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
575,977,2232354,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
576,978,2230955,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
577,978,2230956,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
578,978,2230957,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
579,978,2230958,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
580,978,2230959,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
581,979,2230955,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
582,979,2230956,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
583,979,2230957,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
584,979,2230958,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
585,979,2230959,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
586,969,220873,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
587,980,2232475,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
588,980,2232476,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
589,980,2232477,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
590,980,2232478,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
591,980,2232479,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
592,982,2232465,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
593,982,2232466,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
594,982,2232467,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
595,982,2232468,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
596,982,2232469,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
597,987,220831,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
598,987,220832,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
599,987,220833,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
600,988,220834,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
601,988,220835,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
602,988,220836,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
603,989,220834,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
604,989,220835,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
605,989,220836,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
606,990,220874,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
607,991,220874,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
608,996,22058595,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
609,996,22058596,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
610,996,22058597,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
611,996,22058598,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
